Category,SubCategory,Advice,AdviceContext,SourceLink,SourceType,SourceTitle
Acquisition & Exit Strategy,Deal Structure,"During earnout period negotiations, establish comprehensive information rights to track progress toward earnout achievement"," ""Ideally, you want the buyer to be required to keep you updated on a regular basis about how the performance relative to the earnout is going, with adequate detail for everyone to fully understand the situation.""",https://www.threshold.vc/podcast/the-case-of-the-elusive-earnout/,Podcast, The Case of the Elusive Earnout
Acquisition & Exit Strategy,General,"Before finalizing an M&A deal with earnouts, prepare for the extensive time commitment required to secure approvals from all stakeholders"," As shared by entrepreneur Celia, ""it had taken a ton of her time to reach out to investors, which almost put the deal at risk as the approvals dragged out. And for all that time she was working on approvals, she wasn't getting any of her regular work done.""",https://www.threshold.vc/podcast/the-case-of-the-elusive-earnout/,Podcast, The Case of the Elusive Earnout
Strategic Relationships,Professional Development,"When using AI tools like ChatGPT for cold emails, avoid generic outputs that fail to differentiate you from other senders"," ""When it comes to a competition for someone's attention, where the winner needs to stand out from the rest, ChatGPT isn't going to do the job for you. You're going to have to do that for yourself.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When writing cold emails to demonstrate your research on the recipient, avoid excessive flattery or accolades"," ""Some people start their emails by inundating the recipient with accolades about the recipient's accomplishments. Sure, it shows you did your homework, but it takes up valuable space and time, and too much of that can even be off-putting.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When composing cold email subject lines, use minimal words that differentiate your message from spam"," ""The point of a subject line is to get a person to want to open the email, so aim for the fewest words that have a shot of setting you apart and making that happen.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When formatting cold emails, avoid fancy formatting or multiple attachments that suggest mass mailing"," ""When I see fancy formatting, the first thing I think, is, this must have been sent to a lot of people -- which is exactly the opposite of what you want me to think.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When crafting cold emails to busy professionals, prioritize concise, compelling messages that respect the recipient's time constraints"," Following Blaise Pascal's wisdom that ""I have only made this letter longer because I have not had the time to make it shorter,"" focus on making ""a compelling pitch, but you're inevitably emailing busy people, so the shorter the better.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"Before sending cold emails, ensure your LinkedIn profile is comprehensive and current as it serves as the primary verification tool for recipients"," ""The first thing most people do when they get a cold email, if they don't just hit delete, is to figure out who is this person? And for most of us, the go-to initial resource is LinkedIn.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Fundraising & Finance,General,"When reaching out to potential investors or partners, conduct thorough research to demonstrate relevance and fit with their specific focus areas"," ""Instead of emailing every single investor on every VC website, if you weed out all the people who don't invest in your sector, stage or geography, you could then focus more time and effort on reaching out to the ones where there actually is a good fit.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Fundraising & Finance,Investment Strategy,"When initiating cold email outreach, establish genuine connections through carefully researched common ground or shared experiences"," ""Try starting with some connective tissue -- something that they and you have in common. Maybe you went to the same school, or worked for the same boss. Maybe you both spend time volunteering at animal shelters.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When making requests in cold emails, clearly articulate specific, time-conscious asks that minimize burden on the recipient"," ""When I get a cold email from someone I don't know, I usually start by scrolling to the bottom to see what the ask is. For me, the clearer the ask, the better... if the ask will take too much of my time, how about doing more work on your end to make it easier and faster for me to do the part you want me to do?""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When crafting cold email requests, articulate clear mutual benefits to increase likelihood of positive response"," ""Another tip for making an email more compelling is to explain how your request can be a win-win for the recipient too... It can also work to offer something in return. For example, if they participate in my survey, I'll share the results with them when my project is done.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When concluding cold emails, provide recipients with a graceful way to decline while preserving future relationship potential"," ""Even if they can't do what I'm asking, I don't want them to leave the exchange feeling bad about that. I'd still like to leave the door open for building a relationship in the future.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When writing cold emails, balance authentic personality with professional tone to stand out while maintaining credibility"," ""Don't be afraid to show your own humanity and your unique personality. I think humor can be a fantastic tool -- though don't err on the side of being so self-deprecating that you come off sounding like a joker.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When sending cold emails, thoroughly verify all recipient details and attachments to avoid credibility-damaging errors",,https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When crafting cold email language, use specific proper nouns instead of generic terms to make writing more compelling and memorable"," ""As a professional songwriter once told me, use proper nouns, not just nouns. In the song American Pie, Don McLean didn't drive his car to the river, he drove his Chevy to the levee.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Network Buiding,Cold Email,"When writing cold emails for different audiences, adjust formality and tone based on thorough research of the recipient"," ""This is another reason why that homework I talked about at the beginning is so important, because it'll help you read the virtual room, to figure out the right tone, level of formality, or level of directness to use with the recipient."": ""Don't make dumb mistakes. I've had my name spelled wrong. I've had someone address me as a partner at a different venture firm than the one I work for... Sometimes job hunters send me emails to forward to our portfolio companies, with attached cover letters and resumes that reference a different company than the one they've asked me to forward it to.""",https://www.threshold.vc/podcast/the-art-of-the-cold-email/,Podcast, The Art of the Cold Email
Legal & Equity Structures,Employee Equity,"When managing expectations around startup equity compensation, understand that companies often implement evergreening programs to grant additional shares to existing employees at specific vesting milestones"," ""Many companies include some form of evergreening that will give existing employees new shares once their current options are, say 60% vested.""",https://medium.com/help-me-heidi/i-got-diluted-and-all-i-want-is-to-be-made-whole-why-is-that-such-a-big-deal-1ceda52497ad,Blog," ""I got diluted, and all I want is to be made whole"""
Legal & Equity Structures,Employee Equity,"When evaluating equity compensation offers at venture-backed startups, understand that ownership dilution is an inevitable part of company growth and fundraising processes"," ""No matter what a company does, you cannot change the immutable math that there will only, ever, be 100% of the company... The more successful the company gets, in fact, the more dilution you are going to have!""",https://medium.com/help-me-heidi/i-got-diluted-and-all-i-want-is-to-be-made-whole-why-is-that-such-a-big-deal-1ceda52497ad,Blog," ""I got diluted, and all I want is to be made whole"""
Company Culture & Team,Culture Building,"When considering long-term equity value at growing startups, recognize that regular equity issuance for new hires and retention is a standard practice that affects all shareholders"," ""It is not uncommon for Silicon Valley companies to issue 3-6% of their equity out to employees each year to fill these needs. But that stock has to come from somewhere... those newly authorized shares dilute all current shareholders — the investors, the founders, the employees.""",https://medium.com/help-me-heidi/i-got-diluted-and-all-i-want-is-to-be-made-whole-why-is-that-such-a-big-deal-1ceda52497ad,Blog," ""I got diluted, and all I want is to be made whole"""
Legal & Equity Structures,Employee Equity,"When assessing the impact of dilution on your startup equity compensation, focus on the absolute dollar value potential rather than maintaining a specific ownership percentage"," ""Say your company has a million shares authorized and $2 million in venture capital when you join... your 1% is diluted down to .75%. Then the company uses that $25 million to grow the company for the next two years, and then, bingo, Salesforce comes in and buys it for $250 million. Now those same shares would be worth $1,672,500.""",https://medium.com/help-me-heidi/i-got-diluted-and-all-i-want-is-to-be-made-whole-why-is-that-such-a-big-deal-1ceda52497ad,Blog," ""I got diluted, and all I want is to be made whole"""
Acquisition & Exit Strategy,Exit Planning,"When evaluating the risks of late-stage startup equity, understand how bridge financing with multiple preferences can significantly impact common shareholder returns in an exit"," ""To increase the time they have to find a buyer, the existing investors offer an additional $10 million in a loan, or 'bridge note' — but in exchange they will only put that in if they can get a 2x preference, in other words, they will get the first $20 million of any sale proceeds.""",https://marker.medium.com/my-company-sold-for-100-million-and-i-got-zilch-how-can-that-be-f7be0563f1f8,Blog," ""My Company Sold for $100 Million And I Got Zilch"""
Acquisition & Exit Strategy,Acquisition Strategy,"When considering startup equity value during challenging times, understand how employee carve-outs can affect the distribution of acquisition proceeds"," ""Certain key employees were incentivized with a 'carve-out' in order to stay through the transaction and make sure it would happen, and they get 10% of the deal, or $10 million.""",https://marker.medium.com/my-company-sold-for-100-million-and-i-got-zilch-how-can-that-be-f7be0563f1f8,Blog," ""My Company Sold for $100 Million And I Got Zilch"""
Acquisition & Exit Strategy,Exit Planning,"When joining a startup, proactively track the company's preference overhang to understand your potential payout in various exit scenarios"," ""I even had the preferred overhang number on the wall in my office, to remind me how much money would have to go out the door before I or my team could make a single penny when the company finally got sold.""",https://marker.medium.com/my-company-sold-for-100-million-and-i-got-zilch-how-can-that-be-f7be0563f1f8,Blog," ""My Company Sold for $100 Million And I Got Zilch"""
Legal & Equity Structures,Employee Equity,"When joining a venture-backed startup and receiving equity compensation, understand the fundamental differences between preferred shares given to investors and common shares given to employees that can significantly impact your payout"," ""When venture capitalists buy equity, they typically do not buy the same shares employees get, which are common shares. They buy preferred shares... The principal benefit of preferred shares for those who own them is that they get their money out first if the company is sold.""",https://marker.medium.com/my-company-sold-for-100-million-and-i-got-zilch-how-can-that-be-f7be0563f1f8,Blog," ""My Company Sold for $100 Million And I Got Zilch"""
Acquisition & Exit Strategy,Acquisition Strategy,"When calculating potential returns from startup equity compensation, account for the complete sequence of payment priorities in an acquisition that can reduce or eliminate common shareholder payouts"," ""Sales price minus legal fees minus carve-out minus banker fees minus preferred overhang, then that remainder is divvied up by percent of company-owned.""",https://marker.medium.com/my-company-sold-for-100-million-and-i-got-zilch-how-can-that-be-f7be0563f1f8,Blog," ""My Company Sold for $100 Million And I Got Zilch"""
Legal & Equity Structures,Employee Equity,"Before accepting a startup job offer with equity compensation, research and directly ask about the company's total preference stack to understand your position in the payout hierarchy"," ""I hope this explanation helps you go into your next endeavor with eyes open and hopefully with better data. You can actually find out the preference stack for many companies by simply Googling 'how much money has company X raised?'""",https://marker.medium.com/my-company-sold-for-100-million-and-i-got-zilch-how-can-that-be-f7be0563f1f8,Blog," ""My Company Sold for $100 Million And I Got Zilch"""
Legal & Equity Structures,Employee Equity,"When evaluating startup equity offers, understand that the exercise price (strike price) differences between companies are often arbitrary and don't reflect relative value"," ""A company could have a total of a million shares, ten million shares, a hundred million shares... But what fraction of the company that share represents is an arbitrary number authorized by the board of directors.""",https://medium.com/help-me-heidi/help-me-heidi-74e3d64132f4,Blog," ""One job offer has 10x the options of the other"""
Legal & Equity Structures,Employee Equity,"When assessing the future value of startup equity grants, recognize that multiple factors beyond share count affect the ultimate outcome"," ""In order to arrive at an estimate of what these options would be worth in the future, you'd have to know more data, for example, the preferred overhang, the additional dilution that will happen between now and the exit... and the ultimate exit value of the company — which is anyone's guess!""",https://medium.com/help-me-heidi/help-me-heidi-74e3d64132f4,Blog," ""One job offer has 10x the options of the other"""
Legal & Equity Structures,Employee Equity,"When comparing equity compensation offers between different startups, recognize that the absolute number of shares is meaningless without understanding the total shares outstanding and company ownership structure"," ""20,000 shares at 20 cents a share and 2,000 shares at $2 a share could literally be the exact same offer... A share is a fraction of the total company. But what fraction of the company that share represents is an arbitrary number authorized by the board of directors.""",https://medium.com/help-me-heidi/help-me-heidi-74e3d64132f4,Blog," ""One job offer has 10x the options of the other"""
Legal & Equity Structures,Employee Equity,"When analyzing competing startup equity compensation packages, calculate and compare the actual percentage ownership rather than the raw number of shares to make an accurate value assessment"," ""Let's say your dream company has a million 'fully diluted shares,'... your 2,000 share option represents .2% of the company... Now, let's say the other company has 10 million shares authorized. Your 20,000 shares would, therefore, represent .2% of the company.""",https://medium.com/help-me-heidi/help-me-heidi-74e3d64132f4,Blog," ""One job offer has 10x the options of the other"""
Legal & Equity Structures,Employee Equity,"When deciding between multiple startup job offers, prioritize qualitative factors such as learning opportunities, team quality, and growth potential over the specifics of equity packages"," ""If you want my real advice on which to choose, pick a company where you can work with smart people you like, trust, and can learn something from. Take a job that you are excited to do every day, and preferably go with the company that is growing so you can move up in the organization as new opportunities emerge.""",https://medium.com/help-me-heidi/help-me-heidi-74e3d64132f4,Blog," ""One job offer has 10x the options of the other"""
Fundraising & Finance,Investor Relations,"When working with venture investors post-investment, understand that the relationship length and commitment level can be comparable to marriage"," ""The average time from first investment to liquidity is only a little shorter than the duration of the average American marriage (and trust me, it's probably easier to divorce your spouse than it is to get rid of your VC!)""",https://medium.com/help-me-heidi/ive-given-my-pitch-20-times-and-no-vc-has-bitten-yet-is-it-them-or-could-it-possibly-be-me-20f0d4ea2cb1,Blog,"""I’ve given my pitch 20 times and no VC has bitten yet. Is it them — or could it possibly be me?"""
Fundraising & Finance,General,"When receiving venture investment, recognize that VCs have limited control over how their money is spent after investment, making trust and character assessment critical"," ""Once that money leaves our account, we have little to no control over how it is spent. We have to trust that the entrepreneur is going to do a good job, for many years, to make this magic happen.""",https://medium.com/help-me-heidi/ive-given-my-pitch-20-times-and-no-vc-has-bitten-yet-is-it-them-or-could-it-possibly-be-me-20f0d4ea2cb1,Blog,"""I’ve given my pitch 20 times and no VC has bitten yet. Is it them — or could it possibly be me?"""
Fundraising & Finance,Investor Relations,"When approaching venture capital fundraising, understand that it is a relationship-building process rather than a transactional funding source requiring significant mutual trust over many years"," ""Instead of approaching this as an application process, I'd recommend you approach this as the first steps in building a beautiful long-term relationship. You are looking for a great partner for the many challenging years you will be pursuing this dream.""",https://medium.com/help-me-heidi/ive-given-my-pitch-20-times-and-no-vc-has-bitten-yet-is-it-them-or-could-it-possibly-be-me-20f0d4ea2cb1,Blog,"""I’ve given my pitch 20 times and no VC has bitten yet. Is it them — or could it possibly be me?"""
Fundraising & Finance,Investment Strategy,"When seeking venture funding, recognize that VCs have fiduciary responsibilities to their limited partners that require thorough evaluation of both business and personal aspects"," ""As venture capitalists, we are custodians of money from limited partners, which can include entities like university endowments, teachers unions and pension funds. They entrust this money to us expecting us to give them a multiple of that money back over the next seven or so years.""",https://medium.com/help-me-heidi/ive-given-my-pitch-20-times-and-no-vc-has-bitten-yet-is-it-them-or-could-it-possibly-be-me-20f0d4ea2cb1,Blog,"""I’ve given my pitch 20 times and no VC has bitten yet. Is it them — or could it possibly be me?"""
Fundraising & Finance,Investment Strategy,"During the venture fundraising process, understand that multiple meetings and detailed questioning are essential parts of VCs' evaluation of both the business opportunity and founder character"," ""Before we give any entrepreneur that money, we usually want to assess not only the merits of the company's plan, but the merits of the entrepreneur or entrepreneurs who will be venturing forth as well. Are they hard working? Passionate about what they are doing? Trustworthy? Ethical? Responsible?""",https://medium.com/help-me-heidi/ive-given-my-pitch-20-times-and-no-vc-has-bitten-yet-is-it-them-or-could-it-possibly-be-me-20f0d4ea2cb1,Blog,"""I’ve given my pitch 20 times and no VC has bitten yet. Is it them — or could it possibly be me?"""
Fundraising & Finance,Investor Relations,"When engaging with VCs during the fundraising process, approach meetings as opportunities for bilateral learning and relationship building rather than obstacles to funding"," ""Even though you know tons more about your sector than they do (as you should!) they may have other learnings from all the other investments that they've made that could prove valuable to you, so why not take advantage of that?""",https://medium.com/help-me-heidi/ive-given-my-pitch-20-times-and-no-vc-has-bitten-yet-is-it-them-or-could-it-possibly-be-me-20f0d4ea2cb1,Blog,"""I’ve given my pitch 20 times and no VC has bitten yet. Is it them — or could it possibly be me?"""
Leadership & Decision Making,Executive Leadership,"When presenting as a CEO in venture pitch meetings, avoid taking sole credit for team accomplishments to demonstrate good leadership"," ""If you are the CEO, please don't bring three other people but then talk about every company accomplishment in the first person as if you personally did everything yourself.""",https://medium.com/help-me-heidi/what-not-to-do-in-a-venture-pitch-meeting-17f998f1f88e,Blog,What *not* to do in a venture pitch meeting
Governance & Board Management,Board Meetings,"When presenting data in venture pitch meetings, ensure you can thoroughly explain the source and methodology behind every number to maintain credibility"," ""You need to own every piece of data you present, where it came from, why it is valid, how you calculated something... Trust me, it's a very bad look.""",https://medium.com/help-me-heidi/what-not-to-do-in-a-venture-pitch-meeting-17f998f1f88e,Blog,What *not* to do in a venture pitch meeting
Fundraising & Finance,General,"When responding to VC questions during pitch meetings, acknowledge knowledge gaps honestly rather than providing improvised answers to maintain trust"," ""It is completely reasonable to say, 'I am not sure, let me do some work on that and get back to you.' In fact it then turns into a plus when you in fact do get back to us with a thoughtful answer a few days later.""",https://medium.com/help-me-heidi/what-not-to-do-in-a-venture-pitch-meeting-17f998f1f88e,Blog,What *not* to do in a venture pitch meeting
Fundraising & Finance,General,"When pitching as a founding team to venture investors, demonstrate strong team dynamics by avoiding internal disagreements and ensuring balanced participation from all team members"," ""If you are openly rude to each other, disagreeing on what is presented, cutting each other off or talking over each other, that is not a positive signal to us that you have a good team dynamic.""",https://medium.com/help-me-heidi/what-not-to-do-in-a-venture-pitch-meeting-17f998f1f88e,Blog,What *not* to do in a venture pitch meeting
Governance & Board Management,Board Meetings,"When preparing for venture pitch meetings, ensure all messaging apps and personal notifications are disabled to maintain professional presentation and avoid unintended information sharing"," ""Even as you are connecting your laptop, we might see your calendar, your desktop, or the fact that you have 5,034 unanswered emails in your inbox, any of which might tell us something about you.""",https://medium.com/help-me-heidi/what-not-to-do-in-a-venture-pitch-meeting-17f998f1f88e,Blog,What *not* to do in a venture pitch meeting
Fundraising & Finance,General,"When meeting with venture investors, maintain professional conduct and appearance to avoid raising concerns about judgment and character"," This is illustrated through the cautionary tale of someone who ""came in obviously hung over and with a black eye"" and admitted to instigating a bar fight the night before.",https://medium.com/help-me-heidi/what-not-to-do-in-a-venture-pitch-meeting-17f998f1f88e,Blog,What *not* to do in a venture pitch meeting
Fundraising & Finance,Investment Strategy,"When developing your venture pitch, craft it as a compelling narrative rather than just a collection of facts, as storytelling is a powerful tool for early-stage companies"," ""Throughout all of this, remember, you are telling a story. We humans love stories, we can't help ourselves --- and stories have been used throughout the ages to compel people to act.""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,Investment Strategy,"When addressing competition in your venture pitch, acknowledge existing players and explain your differentiated approach to success"," ""If this is such a good idea and time, who else is doing something similar, and why do you think you can still succeed in light of their existence?""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,Investment Strategy,"When structuring your venture pitch presentation, recognize that there is flexibility in how you order the key components to tell your story most effectively"," ""While all of the above are valuable components of your story, the order in which you tackle them is yours to decide. Some people start with their own bona fides first, some start with a personal story about the discovery of the problem, some start with the solution itself.""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,Investment Strategy,"When crafting your venture pitch, clearly explain both the problem you're solving and how you discovered it to demonstrate deep understanding and authentic connection to the opportunity"," ""Tell me what the problem you are trying to solve is, and how you discovered this. Did you experience it yourself? Did you work for a company where this problem was rampant among the customer base?""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,General,"When presenting your market opportunity to venture investors, provide concrete evidence of problem scale and customer willingness to pay"," ""Tell me how many people have this problem, and what they'd be willing to pay to solve this problem. This is even more compelling if you have data from real live customers who've already voted for you with their dollars.""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,Investment Strategy,"When pitching venture investors, demonstrate why your team is uniquely qualified and deeply committed to building a large company around this specific opportunity"," ""What is it about you that will give you the superpowers to create the first iteration of the product, learn from interactions with your customers, and manifest all that into something that will be the foundation of a big, big company?""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,General,"When describing your solution to venture investors, provide clear details about product implementation, timeline, and costs to demonstrate execution capability"," ""What is the product, how will it work, when will it be ready, and how much will it cost you to make it?""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Business Strategy & Pivots,Market Adaptation,"When presenting your venture opportunity, explain why current market conditions and timing make this the right moment to build this specific solution"," ""What has caused this problem to manifest itself as huge and what has now created the primordial soup out of which you can craft the solution? Why couldn't it have been tackled before now?""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,Investment Strategy,"When presenting your business model to venture investors, provide comprehensive details about customer acquisition, growth metrics, and capital efficiency"," ""What is your business model? What are its key metrics? How will you cost-effectively acquire customers? How fast do you expect you can grow? How much money are you raising now and what do you plan to spend it on?""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,Capital Planning,"When approaching specific venture investors, articulate why you've chosen them as potential partners beyond just their capital"," ""Tell me why you picked me, and what you need from me (besides money!) as your partner on this journey. Why am I the right person (and my firm the right team) to invest in you?""",https://medium.com/help-me-heidi/what-is-the-magical-secret-to-a-great-vc-pitch-bb8502978cc4,Blog,What is the magical secret to a great VC pitch?
Fundraising & Finance,Capital Planning,"When interpreting the length of initial venture capital meetings during fundraising, understand that shorter first meetings are standard practice and not indicative of interest level"," ""On face value, not much. Most VCs set their own schedules and first meetings are often 30 minutes. Generally when you are close to getting a decision from a firm, the meeting(s) will be longer and there will be more people in the room.""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Fundraising & Finance,Capital Planning,"When preparing for venture capital due diligence, understand that modern data rooms are virtual secure environments for sharing confidential company information"," ""A virtual data room is the norm now, but it is for the same purpose - all relevant documentation needed for due diligence is there, but it is access-controlled so that only those who are supposed to see it see it, and records are kept of who does see it.""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Fundraising & Finance,Capital Planning,"When scheduling meetings with venture capital firms, understand that Monday partner meetings are standard due to VCs' travel schedules but not a strict rule"," ""Because VCs are skiing or golfing on Fridays? Seriously, the best VCs I know are not in the office a lot, because that's not where the entrepreneurs are... Because of that, the easiest way we and other firms ensure that we can gather the whole team at least once a week consistently is to pick an in-office day, and somehow that ended up being Monday.""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Fundraising & Finance,Investment Strategy,"When evaluating opportunities to meet with non-partner venture capital team members during fundraising, understand the strategic value of building relationships with associates and principals who can become internal champions"," ""At most VC shops, there are non-partner members of the team (often with titles like associate, vice president or principal) who are tasked with understanding sectors and sourcing investment opportunities. Because they are usually not saddled with portfolio responsibilities or firm management, they are focused on finding opportunities and championing them through the investment process.""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Leadership & Decision Making,Strategic Decision Making,"When planning your startup's fundraising timeline and strategy, prepare for an extensive process requiring multiple VC meetings rather than expecting quick decisions"," ""While the lore is you get a term sheet scribbled on the back of a napkin at Nobu on the first meeting, the reality is far different. I'd say most entrepreneurs have had contact with 30-40 VCs (at least a coffee) before they either get a term sheet or go back to the drawing board.""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Governance & Board Management,Investor Relations,"When developing relationships with your venture capital firm post-investment, understand how to leverage the expertise of partners beyond your board representative to access specialized support"," ""Some firms have other partners that specialize in helping companies with specific issues - for example at Threshold we have a Talent Partner and a Marketing Partner. Plus, other partners often get involved when they have special skills or networks relevant to what you are facing, particularly around raising subsequent rounds.""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Governance & Board Management,Board Strategy,"When implementing a board communication strategy as a startup CEO, establish immediate disclosure practices for negative developments to maintain trust and receive timely support"," ""For any stage the golden rule for board meetings is NO SURPRISES. Ok, surprises like 'the quarter came in at 150% of plan' is acceptable, but 'we came in at 50% of plan' is not. As soon as you know something bad, it is best to share it with your board.""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Fundraising & Finance,Capital Planning,"When preparing for venture capital due diligence during fundraising, expect and prepare for a comprehensive review process that examines multiple aspects of your business operations and team"," ""In general the process will include going deep enough to understand your technology, to talk to customers to understand how they really feel about your product, to check references (both given and blind) about you and key members of your team, and if you are farther along, to validate your contracts, financials and intellectual property.""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Fundraising & Finance,Capital Planning,"When understanding venture capital firm investment policies regarding competitive companies, recognize that many firms avoid such investments to maintain trust and effectiveness in supporting their portfolio companies"," ""Since we expect our entire firm (not just the deal partner) to be helpful to the company, it would be pretty hard to back competitors. How would you feel if we were taking your board deck and sharing data with your competitor? How would you feel if we met a potential big customer and suggested your competitor instead of you?""",https://medium.com/help-me-heidi/vc-secrets-revealed-what-do-due-diligence-and-data-room-mean-963bc1ac46f2,Blog,VC Secrets revealed: What do “due diligence” and “data room” mean? Should I meet with an associate or only a partner? How often should I communicate with my VC? And more…
Governance & Board Management,Board Meetings,"When starting as a new board member, proactively build relationships with key stakeholders beyond formal board meetings to establish trust and improve effectiveness"," ""Build relationships: Outside the boardroom, and with the other board members, with the CEO, with the chairman, with members of the management team, with others who can contribute to your thinking. You need these individual relationships to inform you and to create a basis of trust for when things get tough, as they often do.""",https://heidiroizen.medium.com/we-arent-going-to-increase-diversity-in-the-boardroom-unless-we-re-willing-to-appoint-first-timers-b0e456c6f8ab,Blog,We aren’t going to increase diversity in the boardroom unless we’re willing to appoint first-timers. Why is that so hard to do?
Governance & Board Management,Board Composition,"When beginning your role as a new board member of any company, establish a comprehensive understanding of the business by conducting thorough research across all aspects of company operations and market position"," ""Read everything about the company you are to serve. Read everything about their competition, the regulatory environment they operate in, their press, all the board materials, all public filings. Ask questions ahead of the board meeting if there is anything you don't understand.""",https://heidiroizen.medium.com/we-arent-going-to-increase-diversity-in-the-boardroom-unless-we-re-willing-to-appoint-first-timers-b0e456c6f8ab,Blog,We aren’t going to increase diversity in the boardroom unless we’re willing to appoint first-timers. Why is that so hard to do?
